split,qid,method,k,lambda,selected_doc_ids,demand_cov_at_k,ndcg_at_k,official_ndcg_10,unique_demand_count,mean_gold_relevance,mean_reranker_score,mean_pairwise_similarity,redundancy,full_query_coverage,risk_demand_coverage,has_risk_demand
internal_blind,9127304,D0,3,,51052|WMA_98189d4b8c5f2ec0|57798,1.00000000,0.36311438,0.22923304,4,0.66666667,0.89225549,0.10322192,0.63888889,1,0,0
internal_blind,9127304,D1,3,,51052|WMA_98189d4b8c5f2ec0|96908,1.00000000,0.36311438,0.22923304,4,0.66666667,0.90306528,0.22059386,0.83333333,1,0,0
internal_blind,9127304,D2,3,,96908|WMA_98189d4b8c5f2ec0|51052,1.00000000,0.36311438,0.22923304,4,0.66666667,0.90306528,0.22059386,0.83333333,1,0,0
internal_blind,9127304,D3_TFIDF,3,,112544|WMA_98189d4b8c5f2ec0|51052,1.00000000,0.36311438,0.22923304,4,0.66666667,0.86828736,0.10730019,0.66666667,1,0,0
internal_blind,9127304,MMR,3,0.60000000,WMA_98189d4b8c5f2ec0|51052|185042,1.00000000,0.27377124,0.17283098,4,0.66666667,0.89668739,0.08322612,0.66666667,1,0,0
internal_blind,9127304,B0,5,,WMA_98189d4b8c5f2ec0|51052|96908|113310|185042,1.00000000,0.39375068,0.29776747,4,0.80000000,0.87136786,0.16104391,0.75000000,1,0,0
internal_blind,9127304,D0,5,,51052|WMA_98189d4b8c5f2ec0|57798|96908|WMA_4418ee1dd02005e4,1.00000000,0.46833354,0.35416953,5,0.80000000,0.85304039,0.19843505,0.66166667,1,0,0
internal_blind,9127304,D1,5,,51052|WMA_98189d4b8c5f2ec0|96908|WMA_4418ee1dd02005e4|57798,1.00000000,0.46833354,0.35416953,5,0.80000000,0.85304039,0.19843505,0.66166667,1,0,0
internal_blind,9127304,D2,5,,96908|WMA_98189d4b8c5f2ec0|51052|WMA_4418ee1dd02005e4|185042,1.00000000,0.46833354,0.35416953,5,0.80000000,0.85569953,0.19376199,0.68500000,1,0,0
internal_blind,9127304,D3_TFIDF,5,,112544|WMA_98189d4b8c5f2ec0|51052|WMA_4418ee1dd02005e4|96908,1.00000000,0.46833354,0.35416953,5,0.80000000,0.83865951,0.21965701,0.68500000,1,0,0
internal_blind,9127304,MMR,5,0.60000000,WMA_98189d4b8c5f2ec0|51052|185042|113310|57798,1.00000000,0.39375068,0.29776747,4,0.80000000,0.86488198,0.12284702,0.67500000,1,0,0
internal_blind,9127304,B0,7,,WMA_98189d4b8c5f2ec0|51052|96908|113310|185042|57798|WMA_4418ee1dd02005e4,1.00000000,0.46789638,0.40314445,5,0.85714286,0.84469220,0.17561462,0.65476190,1,0,0
internal_blind,9127304,D0,7,,51052|WMA_98189d4b8c5f2ec0|57798|96908|WMA_4418ee1dd02005e4|113310|185042,1.00000000,0.53335759,0.45954651,5,0.85714286,0.84469220,0.17561462,0.65476190,1,0,0
internal_blind,9127304,D1,7,,51052|WMA_98189d4b8c5f2ec0|96908|WMA_4418ee1dd02005e4|57798|52861|113310,1.00000000,0.53335759,0.45954651,5,0.85714286,0.82620165,0.17210784,0.59206349,1,0,0
internal_blind,9127304,D2,7,,96908|WMA_98189d4b8c5f2ec0|51052|WMA_4418ee1dd02005e4|185042|57798|113310,1.00000000,0.53335759,0.45954651,5,0.85714286,0.84469220,0.17561462,0.65476190,1,0,0
internal_blind,9127304,D3_TFIDF,7,,112544|WMA_98189d4b8c5f2ec0|51052|WMA_4418ee1dd02005e4|96908|113310|185042,1.00000000,0.53335759,0.45954651,5,0.85714286,0.83442014,0.18235816,0.69761905,1,0,0
internal_blind,9127304,MMR,7,0.60000000,WMA_98189d4b8c5f2ec0|51052|185042|113310|57798|96908|70748,1.00000000,0.46789638,0.40314445,4,0.85714286,0.84189640,0.14905908,0.72619048,1,0,0
internal_blind,9156581,B0,3,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2,1.00000000,0.23463936,0.19519002,3,0.33333333,0.97252909,0.33917530,0.22222222,1,0,0
internal_blind,9156581,D0,3,,WMA_fcf936f9b6b8f214|WMA_a2e2944879da4558|WMA_8df3096c9e52ede2,1.00000000,0.23463936,0.19519002,3,0.33333333,0.97252909,0.33917530,0.22222222,1,0,0
internal_blind,9156581,D1,3,,WMA_5f5af50209c5e1db|WMA_fcf936f9b6b8f214|107692,1.00000000,0.23463936,0.19519002,3,0.33333333,0.95932841,0.15064795,0.55555556,1,0,0
internal_blind,9156581,D2,3,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2,1.00000000,0.23463936,0.19519002,3,0.33333333,0.97252909,0.33917530,0.22222222,1,0,0
internal_blind,9156581,D3_TFIDF,3,,WMA_5f5af50209c5e1db|WMA_a2e2944879da4558|107692,1.00000000,0.23463936,0.19519002,3,0.33333333,0.96462462,0.13744484,0.22222222,1,0,0
internal_blind,9156581,MMR,3,0.60000000,WMA_a2e2944879da4558|107692|WMA_5f5af50209c5e1db,1.00000000,0.29608191,0.24630239,3,0.33333333,0.96462462,0.13744484,0.22222222,1,0,0
internal_blind,9156581,B0,5,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|107692,1.00000000,0.34620964,0.34620964,4,0.40000000,0.96513740,0.23857270,0.35000000,1,0,0
internal_blind,9156581,D0,5,,WMA_fcf936f9b6b8f214|WMA_a2e2944879da4558|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|142837,1.00000000,0.19519002,0.19519002,4,0.20000000,0.96067827,0.30297878,0.41666667,1,0,0
internal_blind,9156581,D1,5,,WMA_5f5af50209c5e1db|WMA_fcf936f9b6b8f214|107692|WMA_8df3096c9e52ede2|142837,1.00000000,0.36331756,0.36331756,4,0.40000000,0.95287544,0.25552973,0.51666667,1,0,0
internal_blind,9156581,D2,5,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|107692,1.00000000,0.34620964,0.34620964,4,0.40000000,0.96513740,0.23857270,0.35000000,1,0,0
internal_blind,9156581,D3_TFIDF,5,,WMA_5f5af50209c5e1db|WMA_a2e2944879da4558|107692|WMA_d3ac1a59cfd893fe|87189,1.00000000,0.51433718,0.51433718,3,0.60000000,0.90181040,0.21998208,0.36666667,1,0,0
internal_blind,9156581,MMR,5,0.60000000,WMA_a2e2944879da4558|107692|WMA_5f5af50209c5e1db|142837|WMA_fcf936f9b6b8f214,1.00000000,0.24630239,0.24630239,3,0.20000000,0.95764475,0.18716822,0.41666667,1,0,0
internal_blind,9156581,B0,7,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|107692|142837|WMA_d3ac1a59cfd893fe,1.00000000,0.47633633,0.47633633,4,0.42857143,0.94386054,0.25378772,0.40873016,1,0,0
internal_blind,9156581,D0,7,,WMA_fcf936f9b6b8f214|WMA_a2e2944879da4558|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|142837|WMA_d3ac1a59cfd893fe|107692,1.00000000,0.46437289,0.46437289,4,0.42857143,0.94386054,0.25378772,0.40873016,1,0,0
internal_blind,9156581,D1,7,,WMA_5f5af50209c5e1db|WMA_fcf936f9b6b8f214|107692|WMA_8df3096c9e52ede2|142837|87189|WMA_a2e2944879da4558,1.00000000,0.50237374,0.50237374,4,0.42857143,0.92977957,0.24437715,0.45238095,1,0,0
internal_blind,9156581,D2,7,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|107692|142837|WMA_d3ac1a59cfd893fe,1.00000000,0.47633633,0.47633633,4,0.42857143,0.94386054,0.25378772,0.40873016,1,0,0
internal_blind,9156581,D3_TFIDF,7,,WMA_5f5af50209c5e1db|WMA_a2e2944879da4558|107692|WMA_d3ac1a59cfd893fe|87189|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2,1.00000000,0.64446386,0.64446386,4,0.57142857,0.92012359,0.24918223,0.40873016,1,0,0
internal_blind,9156581,MMR,7,0.60000000,WMA_a2e2944879da4558|107692|WMA_5f5af50209c5e1db|142837|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2|WMA_d3ac1a59cfd893fe,1.00000000,0.51548525,0.51548525,4,0.42857143,0.94386054,0.25378772,0.40873016,1,0,0
internal_blind,9420828,B0,3,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602,1.00000000,1.00000000,0.46900009,4,1.00000000,0.97870976,0.16646613,0.66666667,1,1,1
internal_blind,9420828,D0,3,,WMA_5ab949aa0d81b602|WMA_e2b6d245044d7894|WMA_1714945cf63323d9,1.00000000,1.00000000,0.46900009,4,1.00000000,0.92852298,0.14134488,0.50000000,1,1,1
internal_blind,9420828,D1,3,,WMA_e792b729503bd988|WMA_e2b6d245044d7894|WMA_e7f6652a8d171f70,1.00000000,1.00000000,0.46900009,4,1.00000000,0.96267394,0.38095029,0.63888889,1,1,1
internal_blind,9420828,D2,3,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602,1.00000000,1.00000000,0.46900009,4,1.00000000,0.97870976,0.16646613,0.66666667,1,1,1
internal_blind,9420828,D3_TFIDF,3,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602,1.00000000,1.00000000,0.46900009,4,1.00000000,0.97870976,0.16646613,0.66666667,1,1,1
internal_blind,9420828,MMR,3,0.60000000,WMA_e792b729503bd988|WMA_39365c91cfbe2214|WMA_caf22f651cd9d593,0.66666667,1.00000000,0.46900009,3,1.00000000,0.97252639,0.11391840,0.77777778,0,0,1
internal_blind,9420828,B0,5,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b,1.00000000,1.00000000,0.64893158,4,1.00000000,0.97279270,0.22565310,0.75000000,1,1,1
internal_blind,9420828,D0,5,,WMA_5ab949aa0d81b602|WMA_e2b6d245044d7894|WMA_1714945cf63323d9|WMA_e792b729503bd988|WMA_caf22f651cd9d593,1.00000000,1.00000000,0.64893158,4,1.00000000,0.94921249,0.16933489,0.61666667,1,1,1
internal_blind,9420828,D1,5,,WMA_e792b729503bd988|WMA_e2b6d245044d7894|WMA_e7f6652a8d171f70|WMA_1714945cf63323d9|WMA_caf22f651cd9d593,1.00000000,1.00000000,0.64893158,4,1.00000000,0.94692415,0.20436653,0.71666667,1,1,1
internal_blind,9420828,D2,5,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b,1.00000000,1.00000000,0.64893158,4,1.00000000,0.97279270,0.22565310,0.75000000,1,1,1
internal_blind,9420828,D3_TFIDF,5,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b,1.00000000,1.00000000,0.64893158,4,1.00000000,0.97279270,0.22565310,0.75000000,1,1,1
internal_blind,9420828,MMR,5,0.60000000,WMA_e792b729503bd988|WMA_39365c91cfbe2214|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_b3e9d4d5ca82ea9b,1.00000000,1.00000000,0.64893158,4,1.00000000,0.97137102,0.15658435,0.71666667,1,1,1
internal_blind,9420828,B0,7,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b|WMA_39365c91cfbe2214|WMA_83682c4b0c1d026e,1.00000000,1.00000000,0.80069377,4,1.00000000,0.96699962,0.19583097,0.74206349,1,1,1
internal_blind,9420828,D0,7,,WMA_5ab949aa0d81b602|WMA_e2b6d245044d7894|WMA_1714945cf63323d9|WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_b3e9d4d5ca82ea9b|WMA_83682c4b0c1d026e,1.00000000,1.00000000,0.80069377,4,1.00000000,0.95109298,0.17679027,0.70634921,1,1,1
internal_blind,9420828,D1,7,,WMA_e792b729503bd988|WMA_e2b6d245044d7894|WMA_e7f6652a8d171f70|WMA_1714945cf63323d9|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_b3e9d4d5ca82ea9b,1.00000000,1.00000000,0.80069377,4,1.00000000,0.95341381,0.21456364,0.66666667,1,1,1
internal_blind,9420828,D2,7,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b|WMA_39365c91cfbe2214|WMA_83682c4b0c1d026e,1.00000000,1.00000000,0.80069377,4,1.00000000,0.96699962,0.19583097,0.74206349,1,1,1
internal_blind,9420828,D3_TFIDF,7,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b|WMA_39365c91cfbe2214|WMA_83682c4b0c1d026e,1.00000000,1.00000000,0.80069377,4,1.00000000,0.96699962,0.19583097,0.74206349,1,1,1
internal_blind,9420828,MMR,7,0.60000000,WMA_e792b729503bd988|WMA_39365c91cfbe2214|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_b3e9d4d5ca82ea9b|WMA_e7f6652a8d171f70|WMA_5d5f02587134bf8b,1.00000000,1.00000000,0.80069377,4,1.00000000,0.95372042,0.17634065,0.74206349,1,1,1
internal_blind,9472291,B0,3,,222227|222090|188358,1.00000000,1.00000000,0.46900009,4,2.00000000,0.99857720,0.30873713,0.47222222,1,0,0
internal_blind,9472291,D0,3,,222227|188358|WMA_b1fe1a43c8e330d0,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99619504,0.32373659,0.40000000,1,0,0
internal_blind,9472291,D1,3,,222090|222227|WMA_b1fe1a43c8e330d0,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99658938,0.12330703,0.33333333,1,0,0
internal_blind,9472291,D2,3,,222090|222227|WMA_b1fe1a43c8e330d0,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99658938,0.12330703,0.33333333,1,0,0
internal_blind,9472291,D3_TFIDF,3,,222090|222227|WMA_b1fe1a43c8e330d0,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99658938,0.12330703,0.33333333,1,0,0
internal_blind,9472291,MMR,3,0.60000000,222227|222090|WMA_7c869ebe3c7b6288,1.00000000,1.00000000,0.46900009,4,2.00000000,0.98681978,0.04969180,0.36111111,1,0,0
internal_blind,9472291,B0,5,,222227|222090|188358|WMA_b1fe1a43c8e330d0|205403,1.00000000,1.00000000,0.64893158,5,2.00000000,0.99191538,0.19384615,0.38666667,1,0,0
internal_blind,9472291,D0,5,,222227|188358|WMA_b1fe1a43c8e330d0|222147|222090,1.00000000,1.00000000,0.64893158,5,2.00000000,0.99173454,0.16621320,0.45333333,1,0,0
internal_blind,9472291,D1,5,,222090|222227|WMA_b1fe1a43c8e330d0|205403|WMA_7c869ebe3c7b6288,1.00000000,1.00000000,0.64893158,5,2.00000000,0.98486093,0.11874612,0.43333333,1,0,0
internal_blind,9472291,D2,5,,222090|222227|WMA_b1fe1a43c8e330d0|205403|222147,1.00000000,1.00000000,0.64893158,5,2.00000000,0.98666270,0.11914119,0.41666667,1,0,0
internal_blind,9472291,D3_TFIDF,5,,222090|222227|WMA_b1fe1a43c8e330d0|205403|222147,1.00000000,1.00000000,0.64893158,5,2.00000000,0.98666270,0.11914119,0.41666667,1,0,0
internal_blind,9472291,MMR,5,0.60000000,222227|222090|WMA_7c869ebe3c7b6288|222147|187803,1.00000000,1.00000000,0.64893158,4,2.00000000,0.96711984,0.07753039,0.50000000,1,0,0
internal_blind,9472291,B0,7,,222227|222090|188358|WMA_b1fe1a43c8e330d0|205403|222147|WMA_7c869ebe3c7b6288,1.00000000,1.00000000,0.80069377,5,2.00000000,0.98474417,0.15656162,0.43809524,1,0,0
internal_blind,9472291,D0,7,,222227|188358|WMA_b1fe1a43c8e330d0|222147|222090|222167|187803,1.00000000,1.00000000,0.80069377,5,2.00000000,0.95484321,0.15490108,0.51904762,1,0,0
internal_blind,9472291,D1,7,,222090|222227|WMA_b1fe1a43c8e330d0|205403|WMA_7c869ebe3c7b6288|186046|195816,1.00000000,0.93891637,0.75178449,5,1.85714286,0.97452899,0.12817167,0.55555556,1,0,0
internal_blind,9472291,D2,7,,222090|222227|WMA_b1fe1a43c8e330d0|205403|222147|186046|187803,1.00000000,1.00000000,0.80069377,5,2.00000000,0.96942555,0.10626863,0.46825397,1,0,0
internal_blind,9472291,D3_TFIDF,7,,222090|222227|WMA_b1fe1a43c8e330d0|205403|222147|186046|187803,1.00000000,1.00000000,0.80069377,5,2.00000000,0.96942555,0.10626863,0.46825397,1,0,0
internal_blind,9472291,MMR,7,0.60000000,222227|222090|WMA_7c869ebe3c7b6288|222147|187803|186046|WMA_b1fe1a43c8e330d0,1.00000000,1.00000000,0.80069377,5,2.00000000,0.96800940,0.09298595,0.46825397,1,0,0
internal_blind,9797597,B0,3,,173375|52657|90656,1.00000000,0.68714752,0.44595112,4,1.66666667,0.99773967,0.12118524,0.61111111,1,0,0
internal_blind,9797597,D0,3,,173375|91506|61110,1.00000000,0.53072127,0.34443223,4,1.33333333,0.99710747,0.23797964,0.41666667,1,0,0
internal_blind,9797597,D1,3,,173375|52657|90656,1.00000000,0.68714752,0.44595112,4,1.66666667,0.99773967,0.12118524,0.61111111,1,0,0
internal_blind,9797597,D2,3,,173375|WMA_92e9cbb6ad47cfd6|83287,1.00000000,0.53072127,0.34443223,3,1.33333333,0.98836444,0.21060631,0.77777778,1,0,0
internal_blind,9797597,D3_TFIDF,3,,WMA_92e9cbb6ad47cfd6|173375|52657,1.00000000,0.80261206,0.52088633,4,1.66666667,0.99505846,0.20342086,0.47222222,1,0,0
internal_blind,9797597,MMR,3,0.60000000,173375|52657|90656,1.00000000,0.68714752,0.44595112,4,1.66666667,0.99773967,0.12118524,0.61111111,1,0,0
internal_blind,9797597,B0,5,,173375|52657|90656|91506|61110,1.00000000,0.68642314,0.61638942,5,1.60000000,0.99725459,0.17155164,0.42500000,1,0,0
internal_blind,9797597,D0,5,,173375|91506|61110|WMA_92e9cbb6ad47cfd6|83287,1.00000000,0.57336974,0.51487053,4,1.40000000,0.99162945,0.23370685,0.62500000,1,0,0
internal_blind,9797597,D1,5,,173375|52657|90656|91506|126586,1.00000000,0.77389320,0.69493516,5,1.80000000,0.96641192,0.18123967,0.53333333,1,0,0
internal_blind,9797597,D2,5,,173375|WMA_92e9cbb6ad47cfd6|83287|52657|90656,1.00000000,0.66083979,0.59341627,4,1.60000000,0.99200877,0.23336122,0.53333333,1,0,0
internal_blind,9797597,D3_TFIDF,5,,WMA_92e9cbb6ad47cfd6|173375|52657|90656|91506,1.00000000,0.85734249,0.76987037,5,1.80000000,0.99592488,0.20580981,0.42500000,1,0,0
internal_blind,9797597,MMR,5,0.60000000,173375|52657|90656|91506|61110,1.00000000,0.68642314,0.61638942,5,1.60000000,0.99725459,0.17155164,0.42500000,1,0,0
internal_blind,9797597,B0,7,,173375|52657|90656|91506|61110|WMA_92e9cbb6ad47cfd6|83287,1.00000000,0.78381657,0.75871434,5,1.57142857,0.99329968,0.22270874,0.49603175,1,0,0
internal_blind,9797597,D0,7,,173375|91506|61110|WMA_92e9cbb6ad47cfd6|83287|52657|90656,1.00000000,0.74885735,0.72487471,5,1.57142857,0.99329968,0.22270874,0.49603175,1,0,0
internal_blind,9797597,D1,7,,173375|52657|90656|91506|126586|61110|WMA_92e9cbb6ad47cfd6,1.00000000,0.86016310,0.83261582,5,1.71428571,0.97391490,0.20845101,0.48412698,1,0,0
internal_blind,9797597,D2,7,,173375|WMA_92e9cbb6ad47cfd6|83287|52657|90656|91506|61110,1.00000000,0.76008334,0.73574118,5,1.57142857,0.99329968,0.22270874,0.49603175,1,0,0
internal_blind,9797597,D3_TFIDF,7,,WMA_92e9cbb6ad47cfd6|173375|52657|90656|91506|61110|126586,1.00000000,0.93757756,0.90755103,5,1.71428571,0.97391490,0.20845101,0.48412698,1,0,0
internal_blind,9797597,MMR,7,0.60000000,173375|52657|90656|91506|61110|WMA_92e9cbb6ad47cfd6|83287,1.00000000,0.78381657,0.75871434,5,1.57142857,0.99329968,0.22270874,0.49603175,1,0,0
cmedqa2_external,10023852,B0,3,,116421|116423|46026,1.00000000,0.84357376,0.39563617,3,1.66666667,0.56943615,0.26187545,0.22222222,1,0,0
cmedqa2_external,10023852,D0,3,,116421|116423|46026,1.00000000,0.84357376,0.39563617,3,1.66666667,0.56943615,0.26187545,0.22222222,1,0,0
cmedqa2_external,10023852,D1,3,,116421|46026|76197,1.00000000,0.64618582,0.30306121,3,1.33333333,0.47888312,0.21568856,0.00000000,1,0,0
cmedqa2_external,10023852,D2,3,,116421|116423|7529,1.00000000,0.84357376,0.39563617,3,1.66666667,0.52968507,0.34122822,0.77777778,1,0,0
cmedqa2_external,10023852,D3_TFIDF,3,,116421|116423|46026,1.00000000,0.84357376,0.39563617,3,1.66666667,0.56943615,0.26187545,0.22222222,1,0,0
cmedqa2_external,10023852,MMR,3,0.60000000,116421|46026|59410,1.00000000,0.80261206,0.37642513,3,1.66666667,0.46572151,0.01009972,0.33333333,1,0,0
cmedqa2_external,10023852,B0,5,,116421|116423|46026|76197|59410,1.00000000,0.78956770,0.51237541,3,1.60000000,0.45201413,0.15313350,0.23333333,1,0,0
cmedqa2_external,10023852,D0,5,,116421|116423|46026|76197|174620,1.00000000,0.78956770,0.51237541,3,1.60000000,0.44510264,0.15432580,0.16666667,1,0,0
cmedqa2_external,10023852,D1,5,,116421|46026|76197|116423|174620,1.00000000,0.74428909,0.48299269,3,1.60000000,0.44510264,0.15432580,0.16666667,1,0,0
cmedqa2_external,10023852,D2,5,,116421|116423|7529|10119|46026,1.00000000,0.79947655,0.51880557,3,1.60000000,0.43917539,0.15995893,0.50000000,1,0,0
cmedqa2_external,10023852,D3_TFIDF,5,,116421|116423|46026|76197|59410,1.00000000,0.78956770,0.51237541,3,1.60000000,0.45201413,0.15313350,0.23333333,1,0,0
cmedqa2_external,10023852,MMR,5,0.60000000,116421|46026|59410|96654|174620,1.00000000,0.85734249,0.55635661,3,1.80000000,0.37172856,0.02599569,0.30000000,1,0,0
cmedqa2_external,10023852,B0,7,,116421|116423|46026|76197|59410|7529|96654,1.00000000,0.76417741,0.61187209,3,1.57142857,0.39308375,0.09613329,0.30952381,1,0,0
cmedqa2_external,10023852,D0,7,,116421|116423|46026|76197|174620|59410|7529,1.00000000,0.76836906,0.61522832,3,1.57142857,0.39046721,0.10899208,0.34920635,1,0,0
cmedqa2_external,10023852,D1,7,,116421|46026|76197|116423|174620|96654|59410,1.00000000,0.79275612,0.63475488,3,1.71428571,0.38879270,0.08795317,0.24603175,1,0,0
cmedqa2_external,10023852,D2,7,,116421|116423|7529|10119|46026|WMA_b50d9c3d720f53d5|76197,1.00000000,0.77639981,0.62165848,4,1.57142857,0.35980768,0.12832529,0.36904762,1,0,0
cmedqa2_external,10023852,D3_TFIDF,7,,116421|116423|46026|76197|59410|96654|174620,1.00000000,0.82945269,0.66413760,3,1.71428571,0.38879270,0.08795317,0.24603175,1,0,0
cmedqa2_external,10023852,MMR,7,0.60000000,116421|46026|59410|96654|174620|116423|10119,1.00000000,0.88438156,0.70811880,3,1.85714286,0.38026790,0.07576614,0.42063492,1,0,0
cmedqa2_external,10317603,B0,3,,102997|92696|63813,0.66666667,1.00000000,0.46900009,3,1.00000000,0.89675516,0.37177709,1.00000000,0,0,0
cmedqa2_external,10317603,D0,3,,215345|177093|102997,1.00000000,1.00000000,0.46900009,5,1.00000000,0.86795555,0.16087508,0.40000000,1,0,0
cmedqa2_external,10317603,D1,3,,102997|177093|27449,1.00000000,1.00000000,0.46900009,5,1.00000000,0.85728355,0.19931268,0.56666667,1,0,0
cmedqa2_external,10317603,D2,3,,102997|92696|187104,1.00000000,1.00000000,0.46900009,4,1.00000000,0.86914074,0.39787484,0.50000000,1,0,0
cmedqa2_external,10317603,D3_TFIDF,3,,102997|92696|187104,1.00000000,1.00000000,0.46900009,4,1.00000000,0.86914074,0.39787484,0.50000000,1,0,0
cmedqa2_external,10317603,MMR,3,0.60000000,102997|63813|174511,0.66666667,1.00000000,0.46900009,3,1.00000000,0.88923343,0.04347260,0.77777778,0,0,0
cmedqa2_external,10317603,B0,5,,102997|92696|63813|174511|215345,1.00000000,1.00000000,0.64893158,4,1.00000000,0.88768915,0.17105327,0.71666667,1,0,0
cmedqa2_external,10317603,D0,5,,215345|177093|102997|92696|63813,1.00000000,1.00000000,0.64893158,5,1.00000000,0.87919680,0.20398073,0.62000000,1,0,0
cmedqa2_external,10317603,D1,5,,102997|177093|27449|187104|223246,1.00000000,1.00000000,0.64893158,5,1.00000000,0.84731017,0.16534696,0.48000000,1,0,0
cmedqa2_external,10317603,D2,5,,102997|92696|187104|60605|63813,1.00000000,1.00000000,0.64893158,4,1.00000000,0.86760170,0.19329283,0.65000000,1,0,0
cmedqa2_external,10317603,D3_TFIDF,5,,102997|92696|187104|60605|63813,1.00000000,1.00000000,0.64893158,4,1.00000000,0.86760170,0.19329283,0.65000000,1,0,0
cmedqa2_external,10317603,MMR,5,0.60000000,102997|63813|174511|223246|187104,1.00000000,1.00000000,0.64893158,4,1.00000000,0.86648010,0.06831451,0.56666667,1,0,0
cmedqa2_external,10317603,B0,7,,102997|92696|63813|174511|215345|223246|6535,1.00000000,1.00000000,0.80069377,4,1.00000000,0.87747713,0.17349597,0.70634921,1,0,0
cmedqa2_external,10317603,D0,7,,215345|177093|102997|92696|63813|174511|27449,1.00000000,1.00000000,0.80069377,5,1.00000000,0.87316404,0.15321907,0.59603175,1,0,0
cmedqa2_external,10317603,D1,7,,102997|177093|27449|187104|223246|60605|92696,1.00000000,1.00000000,0.80069377,5,1.00000000,0.85304515,0.20228203,0.57619048,1,0,0
cmedqa2_external,10317603,D2,7,,102997|92696|187104|60605|63813|174511|215345,1.00000000,1.00000000,0.80069377,4,1.00000000,0.86945554,0.15325152,0.61507937,1,0,0
cmedqa2_external,10317603,D3_TFIDF,7,,102997|92696|187104|60605|63813|174511|215345,1.00000000,1.00000000,0.80069377,4,1.00000000,0.86945554,0.15325152,0.61507937,1,0,0
cmedqa2_external,10317603,MMR,7,0.60000000,102997|63813|174511|223246|187104|215345|27449,1.00000000,1.00000000,0.80069377,5,1.00000000,0.86365417,0.10480465,0.57857143,1,0,0
cmedqa2_external,11653887,B0,3,,43490|163766|31485,1.00000000,0.84357376,0.55786867,3,1.66666667,0.99541169,0.24502219,0.77777778,1,1,1
cmedqa2_external,11653887,D0,3,,43490|163766|163728,1.00000000,0.84357376,0.55786867,4,1.66666667,0.99464049,0.21328038,0.61111111,1,1,1
cmedqa2_external,11653887,D1,3,,163728|163766|43490,1.00000000,0.68714752,0.45442153,4,1.66666667,0.99464049,0.21328038,0.61111111,1,1,1
cmedqa2_external,11653887,D2,3,,165017|43490|163766,1.00000000,1.00000000,0.66131582,3,2.00000000,0.92569466,0.14614364,0.77777778,1,1,1
cmedqa2_external,11653887,D3_TFIDF,3,,31485|WMA_aced4ce49aeb2c59|43490,1.00000000,0.48975958,0.32388576,4,1.33333333,0.89465026,0.18989104,0.66666667,1,1,1
cmedqa2_external,11653887,MMR,3,0.60000000,43490|163766|31485,1.00000000,0.84357376,0.55786867,3,1.66666667,0.99541169,0.24502219,0.77777778,1,1,1
