split,qid,method,k,lambda,selected_doc_ids,selected_scores,demand_cov,ndcg_10,unique_demand_count,mean_gold_relevance,mean_reranker_score,mean_pairwise_similarity,redundancy,jaccard_vs_b0,replacement_count_vs_b0
internal_blind,66312923,MMR,5,0.60000000,WMA_d88a2b34a85b0310|3051|29131|WMA_f01a87bc5d74c9cd|14338,0.99982834;0.99545455;0.99484766;0.96256274;0.96177065,1.00000000,0.64893158,5,2.00000000,0.98289279,0.08576245,0.42833333,0.42857143,2
internal_blind,66312923,D3_TFIDF,5,,WMA_cf2bed6d311f5092|WMA_d88a2b34a85b0310|29131|204108|3050,0.99982834;0.99824762;0.99484766;0.97923481;0.97292387,1.00000000,0.64893158,3,2.00000000,0.98901646,0.15601618,0.55000000,0.42857143,2
internal_blind,66341907,B0,5,,WMA_c797f4d9ab5b0923|WMA_b60eb6c17cc2bc88|173048|158991|112123,0.99988854;0.99912804;0.93747038;0.89648777;0.74975961,1.00000000,0.74579122,4,1.00000000,0.91654687,0.16019980,0.55000000,1.00000000,0
internal_blind,66341907,MMR,5,0.60000000,WMA_c797f4d9ab5b0923|WMA_b60eb6c17cc2bc88|173048|112123|158991,0.99988854;0.99912804;0.93747038;0.89648777;0.74975961,1.00000000,0.74579122,4,1.00000000,0.91654687,0.16019980,0.55000000,1.00000000,0
internal_blind,66341907,D3_TFIDF,5,,WMA_c797f4d9ab5b0923|173048|158991|112123|WMA_b60eb6c17cc2bc88,0.99988854;0.99912804;0.93747038;0.89648777;0.74975961,1.00000000,0.74579122,4,1.00000000,0.91654687,0.16019980,0.55000000,1.00000000,0
internal_blind,66344705,B0,5,,WMA_526b89721f1dfd86|WMA_caf813e99ab952cb|WMA_d2e34f3c991e6e52|73159|WMA_51f83dcfef96608b,0.99967110;0.99806947;0.99628675;0.91220957;0.83756024,1.00000000,0.47815086,4,1.20000000,0.94875942,0.19608985,0.77500000,1.00000000,0
internal_blind,66344705,MMR,5,0.60000000,WMA_526b89721f1dfd86|73159|110768|WMA_51f83dcfef96608b|WMA_d2e34f3c991e6e52,0.99967110;0.99628675;0.91220957;0.83756024;0.82318377,1.00000000,0.33484598,4,1.00000000,0.91378229,0.10059109,0.77500000,0.66666667,1
internal_blind,66344705,D3_TFIDF,5,,WMA_d2e34f3c991e6e52|WMA_526b89721f1dfd86|WMA_caf813e99ab952cb|110768|WMA_f5f18731002e2934,0.99967110;0.99806947;0.99628675;0.82318377;0.79968244,1.00000000,0.44841241,5,1.20000000,0.92337871,0.24308487,0.81000000,0.42857143,2
internal_blind,66349812,B0,5,,WMA_45d19dda17e208a0|WMA_702ceb3700f76be3|91593|172853|83102,0.99832326;0.96359998;0.79838133;0.72471750;0.51558697,0.66666667,0.26920586,4,0.60000000,0.80012181,0.17371440,0.17500000,1.00000000,0
internal_blind,66349812,MMR,5,0.60000000,WMA_45d19dda17e208a0|91593|172853|WMA_702ceb3700f76be3|9776,0.99832326;0.96359998;0.79838133;0.72471750;0.41727746,0.66666667,0.18829485,4,0.40000000,0.78045990,0.13162168,0.20000000,0.66666667,1
internal_blind,66349812,D3_TFIDF,5,,WMA_45d19dda17e208a0|WMA_702ceb3700f76be3|91593|172853|83102,0.99832326;0.96359998;0.79838133;0.72471750;0.51558697,0.66666667,0.26920586,4,0.60000000,0.80012181,0.17371440,0.17500000,1.00000000,0
internal_blind,66356128,B0,5,,95610|164411|WMA_d76bbf96c9f88f61|WMA_1e89ec8814c067e0|143285,0.91055995;0.81466681;0.72383571;0.69997931;0.56995678,1.00000000,0.34883216,5,0.60000000,0.74379971,0.22948548,0.48166667,1.00000000,0
internal_blind,66356128,MMR,5,0.60000000,95610|WMA_1e89ec8814c067e0|164411|WMA_d76bbf96c9f88f61|160658,0.91055995;0.81466681;0.72383571;0.69997931;0.54700089,1.00000000,0.22311933,5,0.40000000,0.73920853,0.15755215,0.42000000,0.66666667,1
internal_blind,66356128,D3_TFIDF,5,,164411|95610|37653|48602|WMA_d76bbf96c9f88f61,0.91055995;0.81466681;0.72383571;0.42660981;0.42497841,1.00000000,0.00000000,5,0.00000000,0.66013014,0.15936312,0.27166667,0.42857143,2
internal_blind,66359830,B0,5,,WMA_b8e7d30842676a26|WMA_12b251e7e7fbc03b|WMA_1e1fad8dcb7c0665|128378|WMA_7be2fff112a9cf06,0.99993420;0.99937773;0.98807597;0.98508155;0.97474015,0.50000000,0.48299269,4,1.60000000,0.98944192,0.20135667,0.55000000,1.00000000,0
internal_blind,66359830,MMR,5,0.60000000,WMA_b8e7d30842676a26|128378|WMA_7be2fff112a9cf06|83758|WMA_12b251e7e7fbc03b,0.99993420;0.99937773;0.98508155;0.97474015;0.87878019,0.50000000,0.52897725,4,1.60000000,0.96758276,0.12784413,0.49166667,0.66666667,1
internal_blind,66359830,D3_TFIDF,5,,WMA_2541fb2828c8c6ff|WMA_b8e7d30842676a26|WMA_1e1fad8dcb7c0665|128378|83758,0.99993420;0.98807597;0.98508155;0.87878019;0.76974785,1.00000000,0.51880557,4,1.60000000,0.92432395,0.13190012,0.50833333,0.42857143,2
internal_blind,66374618,B0,5,,94643|169915|94642|166090|41059,0.99606198;0.99522555;0.99402052;0.99280059;0.99037677,0.50000000,0.64893158,2,1.00000000,0.99369708,0.34932348,0.70000000,1.00000000,0
internal_blind,66374618,MMR,5,0.60000000,94643|169915|WMA_24b8ad1980ba7f36|78698|64576,0.99606198;0.99522555;0.98974216;0.97635084;0.97486794,1.00000000,0.64893158,5,1.00000000,0.98644969,0.08702172,0.46166667,0.25000000,3
internal_blind,66374618,D3_TFIDF,5,,WMA_9a398bb71a517591|94643|169915|94642|166090,0.99606198;0.99522555;0.99402052;0.99280059;0.98840374,0.50000000,0.64893158,2,1.00000000,0.99330248,0.34983503,0.70000000,0.66666667,1
internal_blind,66376989,B0,5,,WMA_e027ebf854e214a6|133345|133346|155264|WMA_ce7e61cf8ad0d65a,0.99950457;0.99222541;0.99220079;0.99094713;0.98933184,1.00000000,0.58090786,5,1.40000000,0.99284195,0.34423764,0.54500000,1.00000000,0
internal_blind,66376989,MMR,5,0.60000000,WMA_e027ebf854e214a6|149181|155264|110459|WMA_2cc41038b5a997c4,0.99950457;0.99094713;0.98428380;0.98175895;0.97126716,1.00000000,0.79645406,6,1.80000000,0.98555232,0.20564960,0.37166667,0.25000000,3
internal_blind,66376989,D3_TFIDF,5,,WMA_e027ebf854e214a6|155264|WMA_ce7e61cf8ad0d65a|149181|110459,0.99950457;0.99094713;0.98933184;0.98428380;0.98175895,1.00000000,0.76987037,6,1.80000000,0.98916526,0.23548153,0.40166667,0.42857143,2
internal_blind,66379798,B0,5,,WMA_4132940c900ac61e|WMA_a8eb2bdab172e1f1|77431|134562|45778,0.99964154;0.99922180;0.99327761;0.98797113;0.98370081,1.00000000,0.55841891,5,1.60000000,0.99276258,0.16212771,0.66000000,1.00000000,0
internal_blind,66379798,MMR,5,0.60000000,WMA_4132940c900ac61e|WMA_a8eb2bdab172e1f1|77431|45778|45394,0.99964154;0.99922180;0.99327761;0.98370081;0.98096198,0.66666667,0.55841891,4,1.60000000,0.99136075,0.17113725,0.60000000,0.66666667,1
internal_blind,66379798,D3_TFIDF,5,,45394|45778|WMA_015877156bf27e31|WMA_4132940c900ac61e|WMA_a8eb2bdab172e1f1,0.99964154;0.99922180;0.98370081;0.98096198;0.92852759,1.00000000,0.61723032,5,1.60000000,0.97841074,0.16376787,0.43166667,0.42857143,2
internal_blind,66383478,B0,5,,WMA_9d0d5e2274232b3d|WMA_89b8473a7bcee144|57376|581|WMA_d56195045f7b5dda,0.99386841;0.98332942;0.97276580;0.96295244;0.95781225,0.00000000,0.49284852,3,0.80000000,0.97414566,0.24483539,0.66666667,1.00000000,0
internal_blind,66383478,MMR,5,0.60000000,WMA_9d0d5e2274232b3d|53468|57376|581|96022,0.99386841;0.97276580;0.96295244;0.94816303;0.89554513,1.00000000,0.39499692,4,0.60000000,0.95465896,0.09065937,0.38333333,0.42857143,2
internal_blind,66383478,D3_TFIDF,5,,WMA_9d0d5e2274232b3d|67476|WMA_89b8473a7bcee144|581|WMA_d56195045f7b5dda,0.99386841;0.98332942;0.96295244;0.95781225;0.95123637,0.00000000,0.33325944,3,0.60000000,0.96983978,0.24157089,0.80000000,0.66666667,1
internal_blind,66395957,B0,5,,71644|WMA_1d0cd17251b0bd3e|116166|145470|85283,0.99719054;0.99717426;0.99420702;0.99374628;0.98893028,1.00000000,0.65507582,5,1.60000000,0.99424968,0.24033092,0.49666667,1.00000000,0
internal_blind,66395957,MMR,5,0.60000000,71644|151649|WMA_1d0cd17251b0bd3e|145470|116166,0.99719054;0.99717426;0.99420702;0.99374628;0.98170781,1.00000000,0.65507582,5,1.60000000,0.99280518,0.17020342,0.43000000,0.66666667,1
internal_blind,66395957,D3_TFIDF,5,,71644|116166|WMA_1d0cd17251b0bd3e|125937|WMA_64f8798a9504ad5d,0.99719054;0.99717426;0.99420702;0.77052027;0.50980198,1.00000000,0.62532609,5,1.60000000,0.85377882,0.18607967,0.49000000,0.42857143,2
internal_blind,735026,B0,5,,WMA_7e2769156b835f28|19842|148334|168269|WMA_ef14f8a4fa43cbbd,0.75973475;0.48564211;0.43559009;0.32536870;0.18243758,1.00000000,0.42660088,4,0.80000000,0.43775465,0.16320493,0.25833333,1.00000000,0
internal_blind,735026,MMR,5,0.60000000,WMA_7e2769156b835f28|148334|19842|168269|WMA_ef14f8a4fa43cbbd,0.75973475;0.48564211;0.43559009;0.32536870;0.18243758,1.00000000,0.40659193,4,0.80000000,0.43775465,0.16320493,0.25833333,1.00000000,0
internal_blind,735026,D3_TFIDF,5,,168269|WMA_7e2769156b835f28|19842|148334|110630,0.75973475;0.48564211;0.43559009;0.32536870;0.07336549,1.00000000,0.23195061,4,0.60000000,0.41594023,0.14945737,0.25833333,0.66666667,1
internal_blind,7980119,B0,5,,WMA_b4d0cdd0da1bdbc5|WMA_06229075f836927d|WMA_776dfb8f6086e642|WMA_cd645ee32f7e29a8|WMA_7d394ae405d69bd2,0.99993575;0.99993205;0.99991679;0.99866736;0.99722940,1.00000000,0.64893158,4,1.00000000,0.99913627,0.20023452,0.10833333,1.00000000,0
internal_blind,7980119,MMR,5,0.60000000,WMA_b4d0cdd0da1bdbc5|WMA_8e3b1b7bdbecfe2a|WMA_06229075f836927d|WMA_cd645ee32f7e29a8|24666,0.99993575;0.99993205;0.99866736;0.99405718;0.98029053,1.00000000,0.64893158,4,1.00000000,0.99457657,0.11003869,0.18333333,0.42857143,2
internal_blind,7980119,D3_TFIDF,5,,49489|WMA_b4d0cdd0da1bdbc5|WMA_06229075f836927d|WMA_776dfb8f6086e642|WMA_cd645ee32f7e29a8,0.99993575;0.99993205;0.99991679;0.99866736;0.99107474,1.00000000,0.64893158,4,1.00000000,0.99790534,0.19804733,0.10833333,0.66666667,1
internal_blind,8014358,B0,5,,210142|163622|WMA_5e02e73bd4456b1d|137748|178840,0.96717882;0.91878349;0.85426986;0.81131124;0.79300284,1.00000000,0.68582632,5,1.20000000,0.86890925,0.20972563,0.64333333,1.00000000,0
internal_blind,8014358,MMR,5,0.60000000,210142|163622|178840|137748|WMA_5e02e73bd4456b1d,0.96717882;0.91878349;0.85426986;0.81131124;0.79300284,1.00000000,0.68582632,5,1.20000000,0.86890925,0.20972563,0.64333333,1.00000000,0
internal_blind,8014358,D3_TFIDF,5,,163622|178840|220947|210142|WMA_5e02e73bd4456b1d,0.96717882;0.91878349;0.85426986;0.79300284;0.76189142,1.00000000,0.52801679,4,1.20000000,0.85902529,0.20281097,0.71666667,0.66666667,1
internal_blind,846733,B0,5,,WMA_672cffe6c3c5db5d|WMA_08f93e69ba81f662|WMA_42aa9453104d745b|WMA_8b698b4f3ecadc9a|WMA_50d4d2855765bade,0.98741060;0.98493975;0.98337597;0.98250628;0.96817523,1.00000000,0.00000000,5,0.00000000,0.98128157,0.26346551,0.03333333,1.00000000,0
internal_blind,846733,MMR,5,0.60000000,WMA_672cffe6c3c5db5d|WMA_84beac802b1742ff|28953|WMA_8b698b4f3ecadc9a|WMA_dcf3063e29ee69ef,0.98741060;0.98250628;0.95939630;0.95699251;0.92210108,1.00000000,0.62405052,5,0.40000000,0.96168135,0.04693027,0.25333333,0.25000000,3
internal_blind,846733,D3_TFIDF,5,,WMA_672cffe6c3c5db5d|WMA_08f93e69ba81f662|WMA_42aa9453104d745b|WMA_8b698b4f3ecadc9a|WMA_50d4d2855765bade,0.98741060;0.98493975;0.98337597;0.98250628;0.96817523,1.00000000,0.00000000,5,0.00000000,0.98128157,0.26346551,0.03333333,1.00000000,0
internal_blind,9000081,B0,5,,114599|27650|27653|34406|95808,0.99303871;0.99237448;0.99237448;0.99074113;0.99062598,1.00000000,0.35846506,5,1.00000000,0.99183096,0.14528945,0.36000000,1.00000000,0
internal_blind,9000081,MMR,5,0.60000000,114599|27650|95808|34406|187116,0.99303871;0.99237448;0.99074113;0.99062598;0.98826408,1.00000000,0.36713365,5,1.00000000,0.99100888,0.08724740,0.37166667,0.66666667,1
internal_blind,9000081,D3_TFIDF,5,,34406|114599|27650|27653|95808,0.99303871;0.99237448;0.99237448;0.99074113;0.99062598,1.00000000,0.40449129,5,1.00000000,0.99183096,0.14528945,0.36000000,1.00000000,0
internal_blind,9002395,B0,5,,58770|WMA_48b73e8a763f2a18|WMA_87ffb9c54f77eba2|WMA_a603c481ff8de9ac|WMA_92f3cd55981606e6,0.86531013;0.78765321;0.65260637;0.34528181;0.32246548,0.75000000,0.00000000,4,0.00000000,0.59466340,0.08100713,0.12500000,1.00000000,0
internal_blind,9002395,MMR,5,0.60000000,58770|WMA_48b73e8a763f2a18|WMA_87ffb9c54f77eba2|WMA_a603c481ff8de9ac|WMA_92f3cd55981606e6,0.86531013;0.78765321;0.65260637;0.34528181;0.32246548,0.75000000,0.00000000,4,0.00000000,0.59466340,0.08100713,0.12500000,1.00000000,0
internal_blind,9002395,D3_TFIDF,5,,WMA_ce639eadb07551b0|58770|WMA_48b73e8a763f2a18|WMA_87ffb9c54f77eba2|WMA_92f3cd55981606e6,0.86531013;0.78765321;0.65260637;0.32246548;0.02673003,1.00000000,0.00000000,5,0.00000000,0.53095304,0.08495033,0.20500000,0.66666667,1
internal_blind,9004113,B0,5,,16197|90073|WMA_a07d360590fa4e7d|WMA_e5e7575c14babf2c|81918,0.99671692;0.97705656;0.97485286;0.97235954;0.93652207,1.00000000,0.64893158,5,1.00000000,0.97150159,0.18543755,0.41166667,1.00000000,0
internal_blind,9004113,MMR,5,0.60000000,16197|WMA_e5e7575c14babf2c|93365|121633|90073,0.99671692;0.97705656;0.97235954;0.93495834;0.90791488,1.00000000,0.64893158,5,1.00000000,0.95780125,0.14661537,0.31166667,0.42857143,2
internal_blind,9004113,D3_TFIDF,5,,WMA_a07d360590fa4e7d|16197|90073|WMA_e5e7575c14babf2c|121633,0.99671692;0.97705656;0.97485286;0.97235954;0.93495834,1.00000000,0.64893158,5,1.00000000,0.97118884,0.20351258,0.29500000,0.66666667,1
internal_blind,910811,B0,5,,202736|202734|WMA_6d51c94e8422c9e7|184994|WMA_0c27b6bce107dfde,0.99829227;0.99827600;0.99756771;0.98622584;0.98596954,1.00000000,0.61058587,5,0.60000000,0.99326627,0.19323892,0.68500000,1.00000000,0
internal_blind,910811,MMR,5,0.60000000,202736|WMA_6d51c94e8422c9e7|184994|145591|WMA_3798843d0ea66139,0.99829227;0.99756771;0.98622584;0.97827405;0.93217939,1.00000000,0.54998877,5,0.60000000,0.97850785,0.10565059,0.56666667,0.42857143,2
internal_blind,910811,D3_TFIDF,5,,184994|202736|202734|WMA_6d51c94e8422c9e7|WMA_3798843d0ea66139,0.99829227;0.99827600;0.99756771;0.98622584;0.93217939,0.66666667,0.45928467,4,0.60000000,0.98250824,0.16389672,0.64166667,0.66666667,1
internal_blind,9127304,B0,5,,WMA_98189d4b8c5f2ec0|51052|96908|113310|185042,0.97314882;0.89852732;0.83751971;0.82925743;0.81838602,1.00000000,0.29776747,4,0.80000000,0.87136786,0.16104391,0.75000000,1.00000000,0
internal_blind,9127304,MMR,5,0.60000000,WMA_98189d4b8c5f2ec0|51052|185042|113310|57798,0.97314882;0.89852732;0.82925743;0.81838602;0.80509031,1.00000000,0.29776747,4,0.80000000,0.86488198,0.12284702,0.67500000,0.66666667,1
internal_blind,9127304,D3_TFIDF,5,,112544|WMA_98189d4b8c5f2ec0|51052|WMA_4418ee1dd02005e4|96908,0.97314882;0.89852732;0.83751971;0.75091577;0.73318595,1.00000000,0.35416953,5,0.80000000,0.83865951,0.21965701,0.68500000,0.42857143,2
internal_blind,9156581,B0,5,,WMA_a2e2944879da4558|WMA_fcf936f9b6b8f214|WMA_8df3096c9e52ede2|WMA_5f5af50209c5e1db|107692,0.98577416;0.96988553;0.96192759;0.96133971;0.94676000,1.00000000,0.34620964,4,0.40000000,0.96513740,0.23857270,0.35000000,1.00000000,0
internal_blind,9156581,MMR,5,0.60000000,WMA_a2e2944879da4558|107692|WMA_5f5af50209c5e1db|142837|WMA_fcf936f9b6b8f214,0.98577416;0.96988553;0.96133971;0.94676000;0.92446434,1.00000000,0.24630239,3,0.20000000,0.95764475,0.18716822,0.41666667,0.66666667,1
internal_blind,9156581,D3_TFIDF,5,,WMA_5f5af50209c5e1db|WMA_a2e2944879da4558|107692|WMA_d3ac1a59cfd893fe|87189,0.98577416;0.96133971;0.94676000;0.85687244;0.75830567,1.00000000,0.51433718,3,0.60000000,0.90181040,0.21998208,0.36666667,0.42857143,2
internal_blind,9420828,B0,5,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b,0.98208231;0.97841120;0.97563577;0.96419406;0.96364015,1.00000000,0.64893158,4,1.00000000,0.97279270,0.22565310,0.75000000,1.00000000,0
internal_blind,9420828,MMR,5,0.60000000,WMA_e792b729503bd988|WMA_39365c91cfbe2214|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_b3e9d4d5ca82ea9b,0.98208231;0.97841120;0.97563577;0.96364015;0.95708567,1.00000000,0.64893158,4,1.00000000,0.97137102,0.15658435,0.71666667,0.66666667,1
internal_blind,9420828,D3_TFIDF,5,,WMA_e792b729503bd988|WMA_caf22f651cd9d593|WMA_5ab949aa0d81b602|WMA_e7f6652a8d171f70|WMA_b3e9d4d5ca82ea9b,0.98208231;0.97841120;0.97563577;0.96419406;0.96364015,1.00000000,0.64893158,4,1.00000000,0.97279270,0.22565310,0.75000000,1.00000000,0
internal_blind,9472291,B0,5,,222227|222090|188358|WMA_b1fe1a43c8e330d0|205403,0.99938059;0.99876702;0.99758399;0.99162054;0.97222477,1.00000000,0.64893158,5,2.00000000,0.99191538,0.19384615,0.38666667,1.00000000,0
internal_blind,9472291,MMR,5,0.60000000,222227|222090|WMA_7c869ebe3c7b6288|222147|187803,0.99938059;0.99876702;0.97132057;0.96231174;0.90381926,1.00000000,0.64893158,4,2.00000000,0.96711984,0.07753039,0.50000000,0.25000000,3
internal_blind,9472291,D3_TFIDF,5,,222090|222227|WMA_b1fe1a43c8e330d0|205403|222147,0.99938059;0.99876702;0.99162054;0.97222477;0.97132057,1.00000000,0.64893158,5,2.00000000,0.98666270,0.11914119,0.41666667,0.66666667,1
internal_blind,9797597,B0,5,,173375|52657|90656|91506|61110,0.99826849;0.99755883;0.99739170;0.99705732;0.99599659,1.00000000,0.61638942,5,1.60000000,0.99725459,0.17155164,0.42500000,1.00000000,0
internal_blind,9797597,MMR,5,0.60000000,173375|52657|90656|91506|61110,0.99826849;0.99755883;0.99739170;0.99705732;0.99599659,1.00000000,0.61638942,5,1.60000000,0.99725459,0.17155164,0.42500000,1.00000000,0
internal_blind,9797597,D3_TFIDF,5,,WMA_92e9cbb6ad47cfd6|173375|52657|90656|91506,0.99826849;0.99755883;0.99739170;0.99705732;0.98934805,1.00000000,0.76987037,5,1.80000000,0.99592488,0.20580981,0.42500000,0.66666667,1
cmedqa2_external,10023852,B0,5,,116421|116423|46026|76197|59410,0.77015400;0.56728262;0.37087184;0.29562351;0.25613868,1.00000000,0.51237541,3,1.60000000,0.45201413,0.15313350,0.23333333,1.00000000,0
cmedqa2_external,10023852,MMR,5,0.60000000,116421|46026|59410|96654|174620,0.77015400;0.37087184;0.25613868;0.23989703;0.22158125,1.00000000,0.55635661,3,1.80000000,0.37172856,0.02599569,0.30000000,0.42857143,2
cmedqa2_external,10023852,D3_TFIDF,5,,116421|116423|46026|76197|59410,0.77015400;0.56728262;0.37087184;0.29562351;0.25613868,1.00000000,0.51237541,3,1.60000000,0.45201413,0.15313350,0.23333333,1.00000000,0
cmedqa2_external,10317603,B0,5,,102997|92696|63813|174511|215345,0.89814812;0.89814812;0.89396924;0.87558293;0.87259734,1.00000000,0.64893158,4,1.00000000,0.88768915,0.17105327,0.71666667,1.00000000,0
cmedqa2_external,10317603,MMR,5,0.60000000,102997|63813|174511|223246|187104,0.89814812;0.89396924;0.87558293;0.85357422;0.81112599,1.00000000,0.64893158,4,1.00000000,0.86648010,0.06831451,0.56666667,0.42857143,2
cmedqa2_external,10317603,D3_TFIDF,5,,102997|92696|187104|60605|63813,0.89814812;0.89814812;0.89396924;0.83661705;0.81112599,1.00000000,0.64893158,4,1.00000000,0.86760170,0.19329283,0.65000000,0.42857143,2
cmedqa2_external,11653887,B0,5,,43490|163766|31485|163728|43491,0.99634403;0.99555969;0.99433136;0.99201775;0.95800501,1.00000000,0.72247740,4,1.60000000,0.98725157,0.24369064,0.75000000,1.00000000,0
cmedqa2_external,11653887,MMR,5,0.60000000,43490|163766|31485|163728|43491,0.99634403;0.99555969;0.99433136;0.99201775;0.95800501,1.00000000,0.72247740,4,1.60000000,0.98725157,0.24369064,0.75000000,1.00000000,0
cmedqa2_external,11653887,D3_TFIDF,5,,31485|WMA_aced4ce49aeb2c59|43490|163766|163728,0.99634403;0.99555969;0.99433136;0.99201775;0.69327539,1.00000000,0.49756136,4,1.40000000,0.93430564,0.17782246,0.66666667,0.66666667,1
cmedqa2_external,12951792,B0,5,,WMA_2451e62d38a2fdd9|97416|75053|WMA_c1c1e69cd8d9c447|WMA_ed6e3736ea12d28d,0.99099392;0.98973548;0.90263116;0.67061597;0.54231036,1.00000000,0.54472496,4,0.80000000,0.81925738,0.18726695,0.31666667,1.00000000,0
cmedqa2_external,12951792,MMR,5,0.60000000,WMA_2451e62d38a2fdd9|97416|75053|WMA_ed6e3736ea12d28d|WMA_a8d7653a115b6df1,0.99099392;0.98973548;0.90263116;0.54231036;0.39639783,1.00000000,0.54472496,4,0.80000000,0.76441375,0.11454207,0.40000000,0.66666667,1
cmedqa2_external,12951792,D3_TFIDF,5,,WMA_2451e62d38a2fdd9|97416|WMA_ed6e3736ea12d28d|75053|WMA_a8d7653a115b6df1,0.99099392;0.98973548;0.90263116;0.54231036;0.39639783,1.00000000,0.54472496,4,0.80000000,0.76441375,0.11454207,0.40000000,0.66666667,1
cmedqa2_external,13272306,B0,5,,38507|10358|25491|159392|4521,0.99733824;0.99673247;0.99480504;0.98961955;0.98348433,1.00000000,0.64893158,4,1.00000000,0.99239593,0.19180142,0.57500000,1.00000000,0
cmedqa2_external,13272306,MMR,5,0.60000000,38507|159392|10358|86607|2852,0.99733824;0.99673247;0.98961955;0.97065544;0.96993947,0.50000000,0.56378846,2,0.80000000,0.98485703,0.14210599,0.80000000,0.42857143,2
cmedqa2_external,13272306,D3_TFIDF,5,,38507|10358|25491|159392|4521,0.99733824;0.99673247;0.99480504;0.98961955;0.98348433,1.00000000,0.64893158,4,1.00000000,0.99239593,0.19180142,0.57500000,1.00000000,0
cmedqa2_external,14543418,B0,5,,5602|91204|91205|109975|5773,0.99615967;0.99515355;0.99459100;0.98657435;0.98397130,1.00000000,0.35801076,3,0.60000000,0.99128997,0.23132519,0.38333333,1.00000000,0
cmedqa2_external,14543418,MMR,5,0.60000000,5602|5773|91205|127046|WMA_12df5cd062c27162,0.99615967;0.99459100;0.98397130;0.93142706;0.91845906,1.00000000,0.27814920,4,0.40000000,0.96492162,0.10944028,0.33333333,0.42857143,2
cmedqa2_external,14543418,D3_TFIDF,5,,5602|5773|91204|109975|8860,0.99615967;0.99515355;0.98657435;0.98397130;0.73288375,1.00000000,0.07986156,3,0.20000000,0.93894852,0.20119629,0.41666667,0.66666667,1
cmedqa2_external,15409243,B0,5,,206111|190778|122425|188240|184423,0.72297859;0.64697129;0.61733359;0.58252186;0.58170402,1.00000000,0.40962877,3,1.60000000,0.63030187,0.12946614,0.56666667,1.00000000,0
cmedqa2_external,15409243,MMR,5,0.60000000,206111|122425|184423|188240|190778,0.72297859;0.64697129;0.61733359;0.58252186;0.58170402,1.00000000,0.44544165,3,1.60000000,0.63030187,0.12946614,0.56666667,1.00000000,0
cmedqa2_external,15409243,D3_TFIDF,5,,206111|190778|222369|188240|184423,0.72297859;0.64697129;0.58252186;0.58170402;0.44330063,1.00000000,0.33626485,2,1.40000000,0.59549528,0.16423302,0.70000000,0.66666667,1
cmedqa2_external,15903894,B0,5,,163483|141325|224685|47587|55149,0.71224147;0.59158951;0.56640142;0.49542701;0.42042562,1.00000000,0.61643363,4,0.60000000,0.55721701,0.12937519,0.33333333,1.00000000,0
cmedqa2_external,15903894,MMR,5,0.60000000,163483|141325|224685|47587|166454,0.71224147;0.59158951;0.56640142;0.49542701;0.40810785,1.00000000,0.61643363,4,0.60000000,0.55475345,0.13563459,0.38333333,0.66666667,1
cmedqa2_external,15903894,D3_TFIDF,5,,163483|224685|47587|141325|55149,0.71224147;0.59158951;0.56640142;0.49542701;0.42042562,1.00000000,0.63994539,4,0.60000000,0.55721701,0.12937519,0.33333333,1.00000000,0
cmedqa2_external,16167880,B0,5,,34420|218055|62245|151555|216819,0.97759706;0.89916402;0.83322048;0.78439099;0.60859293,1.00000000,0.64893158,5,1.00000000,0.82059309,0.12280615,0.65000000,1.00000000,0
cmedqa2_external,16167880,MMR,5,0.60000000,34420|218055|62245|216819|151555,0.97759706;0.89916402;0.83322048;0.78439099;0.60859293,1.00000000,0.64893158,5,1.00000000,0.82059309,0.12280615,0.65000000,1.00000000,0
cmedqa2_external,16167880,D3_TFIDF,5,,218055|34420|151555|62245|216819,0.97759706;0.89916402;0.83322048;0.78439099;0.60859293,1.00000000,0.64893158,5,1.00000000,0.82059309,0.12280615,0.65000000,1.00000000,0
cmedqa2_external,16552726,B0,5,,WMA_15b3feede5bd5b7c|64419|145294|149511|145295,0.99617982;0.98126352;0.98121601;0.98121601;0.97681218,1.00000000,0.64893158,4,1.00000000,0.98333751,0.19308185,0.85000000,1.00000000,0
cmedqa2_external,16552726,MMR,5,0.60000000,WMA_15b3feede5bd5b7c|145294|145295|8441|149509,0.99617982;0.98121601;0.97681218;0.97059679;0.92774528,1.00000000,0.64893158,4,1.00000000,0.97051002,0.11001562,0.85000000,0.42857143,2
cmedqa2_external,16552726,D3_TFIDF,5,,4829|WMA_15b3feede5bd5b7c|145295|149509|64419,0.99617982;0.98126352;0.97681218;0.97059679;0.50589848,1.00000000,0.42883981,5,0.80000000,0.88615016,0.15943514,0.77000000,0.42857143,2
cmedqa2_external,17313436,B0,5,,21353|86950|23871|WMA_c5954ae612f406b3|212656,0.77211219;0.72373194;0.65297896;0.64667916;0.57034039,1.00000000,0.64893158,5,1.00000000,0.67316853,0.11769060,0.77000000,1.00000000,0
cmedqa2_external,17313436,MMR,5,0.60000000,21353|WMA_c5954ae612f406b3|86950|23871|212656,0.77211219;0.72373194;0.65297896;0.64667916;0.57034039,1.00000000,0.64893158,5,1.00000000,0.67316853,0.11769060,0.77000000,1.00000000,0
